,Date,Clop_norm,next_day_rt,stoke_name
0,2017-03-31,-0.00019535536511499786,-0.00015419474728375513,LEN (1)
16,2017-03-31,-0.002672668863098552,-0.00033431359629461366,PCLN
2,2017-03-31,-0.007652472153226499,-0.0004045982525194341,WYN
1,2017-04-03,-0.003067484662576622,-7.651264263927766e-05,LUK
1,2017-04-03,0.0055604323329100265,-8.012520638311506e-05,MON
1,2017-04-03,-0.012036082947941737,-9.088982004037982e-05,XL
3,2017-04-03,-0.004621388844903329,-0.00022302159277813507,WYN
17,2017-04-03,-0.0012779773159450828,-0.0002572942824481672,PCLN
1,2017-04-03,-0.006634134044052119,-0.0002606844276826048,LEN (1)
0,2017-04-03,-0.0015830062239355794,-0.0005789332779508475,EXPE
0,2017-04-03,-0.0057058689272905016,-0.0009981404530359224,EVHC
0,2017-04-03,-0.002868703302676556,-0.0014833088157589329,ETFC
0,2017-04-03,-0.014975041597337747,-0.0027922191185144126,CHK
2,2017-04-04,-0.0013803804911759338,-0.00018193916675741896,LEN (1)
2,2017-04-04,0.007551154689183876,-0.00020637844348396074,MON
18,2017-04-04,-0.003164137999447941,-0.00034960883547174165,PCLN
2,2017-04-04,0.005407570699404145,-0.0003918900429794193,LUK
1,2017-04-04,0.02203746453378225,-0.0005605190724605244,COG
1,2017-04-04,-0.006358313463678188,-0.000998219244413249,EXPE
1,2017-04-04,-0.011498045146221339,-0.0012372634536630812,EVHC
0,2017-04-04,-0.022890995418567386,-0.0013117506305293832,APTV
1,2017-04-04,0.0011566511765962193,-0.0014953961662649686,ETFC
1,2017-04-04,0.07118644067796609,-0.003032540392663227,CHK
3,2017-04-05,-0.014156971864305841,-8.501907326411112e-05,GGP
3,2017-04-05,-0.013774079639368888,-0.00010047561638394154,XL
3,2017-04-05,-0.004521321764150273,-0.00023129074726531028,LEN (1)
5,2017-04-05,-0.006127076488968636,-0.00031789231694799493,WYN
19,2017-04-05,-0.0050207345449126825,-0.00044090566613071147,PCLN
2,2017-04-05,-0.001837028798011871,-0.0005782417929826042,EXPE
2,2017-04-05,0.0019920152061083923,-0.0007321529702958777,EVHC
1,2017-04-05,-0.02022356292095517,-0.0010935717505457978,APTV
2,2017-04-05,-0.01894929549530318,-0.0014403416670368812,ETFC
2,2017-04-05,-0.04680187207488297,-0.002662286254937902,CHK
4,2017-04-06,0.011950088382909294,3.7279514216868826e-05,XL
4,2017-04-06,0.007121716274372455,-4.477134138306969e-05,LEN (1)
3,2017-04-06,0.013849496162267747,-9.783906185877815e-05,AET
3,2017-04-06,0.00023876950205952685,-0.00040072959015347107,EXPE
3,2017-04-06,0.019999999999999934,-0.0004917263278769233,COG
4,2017-04-06,0.012677679113419868,-0.0006398408225607669,LUK
3,2017-04-06,0.0019893733421750656,-0.0007295860814505169,EVHC
3,2017-04-06,0.012295140515222593,-0.0015266137914529178,ETFC
4,2017-04-06,0.037980103582218296,-0.001615627215632244,GPS
3,2017-04-06,0.014539579967689798,-0.002857928175045099,CHK
5,2017-04-07,0.0025028134330850388,0.00010961896727035712,MON
5,2017-04-07,0.003781245464141456,-8.20750560775259e-06,XL
4,2017-04-07,0.004287423682908097,-4.177283742128144e-05,EXPE
7,2017-04-07,-0.0031776391293675535,-0.0001558126967819073,WYN
5,2017-04-07,-0.0009856860613950134,-0.0001750998342945338,LEN (1)
5,2017-04-07,0.003818251095141152,-0.00031323311520258836,LUK
21,2017-04-07,-0.002469013690244308,-0.0003154251586396997,PCLN
4,2017-04-07,-0.0019913541981863322,-0.0008853577101594133,EVHC
4,2017-04-07,0.0180969946349677,-0.0015415413742829109,ETFC
4,2017-04-07,-0.012738853503184724,-0.0027731633964382016,CHK
6,2017-04-10,0.002030703665970294,0.00019170226458855655,TWX
6,2017-04-10,0.007584073608899873,0.00015718060259561732,PX
6,2017-04-10,0.009312811477473006,1.8670556403156116e-05,XL
6,2017-04-10,0.010204066155928893,1.415351810385131e-05,LEN (1)
22,2017-04-10,0.003372864971751405,-1.9160804032768153e-05,PCLN
6,2017-04-10,-0.0019019017914834518,-0.00010057580912410831,LUK
6,2017-04-10,0.009831500802568156,-0.0002639827673853427,AOS
5,2017-04-10,0.008644987243724431,-0.00047862999581405703,EVHC
5,2017-04-10,-0.01778539822761336,-0.0014432807528282291,ETFC
5,2017-04-10,-0.0031999999999999316,-0.002802926262472196,CHK
7,2017-04-11,0.010476378149164193,1.9598077077369455e-05,XL
7,2017-04-11,0.009920210703563737,1.8459554774898513e-05,LEN (1)
5,2017-04-11,-0.007814923647163192,-0.00018368782987546596,APTV
7,2017-04-11,0.009338306801577304,-0.00020442954518603825,AOS
23,2017-04-11,-0.0009095914660959402,-0.00023405262861737886,PCLN
6,2017-04-11,0.002328737647095337,-0.0002693277247376039,EXPE
7,2017-04-11,0.0046047967998771614,-0.00035095587003913277,LUK
6,2017-04-11,0.004463481419623558,-0.0006279783953098829,EVHC
6,2017-04-11,0.0014693800020389011,-0.001498740587685948,ETFC
6,2017-04-11,-0.003225806451612978,-0.0028072928442446584,CHK
8,2017-04-12,-0.001819468310926987,0.0002676577632884738,TWX
8,2017-04-12,-0.008413001912045847,0.00012009281556776656,LUK
8,2017-04-12,-0.0029658675967835016,-5.4114146492568365e-05,XL
6,2017-04-12,-0.008410494037452679,-0.00022153247723781934,APTV
8,2017-04-12,-0.006200350186152736,-0.000248132715671433,LEN (1)
7,2017-04-12,-0.0014675368697957504,-0.0006326240281339665,EXPE
24,2017-04-12,-0.013845499560009468,-0.0008882581781730903,PCLN
7,2017-04-12,-0.006753417999562092,-0.0010568184301711215,EVHC
7,2017-04-12,-0.0096888135734348,-0.001469348359419714,ETFC
7,2017-04-12,-0.004854368932038731,-0.0028045156574585577,CHK
9,2017-04-13,-0.011618900077459362,0.00020273168887124764,LUK
11,2017-04-13,0.0032157804065694982,0.0001633542746318434,WYN
9,2017-04-13,0.0071956410374419836,-2.6906042751947534e-05,LEN (1)
9,2017-04-13,-0.006456468835361489,-6.89480547282934e-05,XL
7,2017-04-13,-0.0067341365618897525,-9.822906039590597e-05,APTV
25,2017-04-13,-0.009038934108504574,-0.0006268783317823906,PCLN
8,2017-04-13,0.00033307244518023394,-0.000802351477844541,EVHC
8,2017-04-13,-0.0088187434418273,-0.0013086013419621881,EXPE
8,2017-04-13,-0.008062137470162007,-0.0014766347882162825,ETFC
8,2017-04-13,-0.045380875202593235,-0.002692293486435894,CHK
10,2017-04-17,0.002848273754114761,8.756037831718775e-05,MON
10,2017-04-17,0.0074156438964719405,7.533590166576435e-05,TWX
10,2017-04-17,0.011943244885375574,2.5677628918409313e-05,XL
10,2017-04-17,0.007893693779741147,-5.162027528253076e-06,LEN (1)
9,2017-04-17,0.008333375000000013,-5.8662824273440534e-05,COG
10,2017-04-17,0.003522505030235025,-0.00035097673502503847,LUK
10,2017-04-17,0.014486860875515864,-0.0008892872616384188,AOS
9,2017-04-17,-0.010818941051300242,-0.0012308820028343807,EVHC
9,2017-04-17,0.013784926993854581,-0.0015333904215238364,ETFC
9,2017-04-17,-0.030664395229982915,-0.0027637311720215317,CHK
11,2017-04-18,-0.010596585557299866,0.0001345092352100282,LUK
11,2017-04-18,0.006159137659944055,9.078844084020122e-05,TWX
10,2017-04-18,0.0071010857518342685,-1.4005901067438748e-05,COG
11,2017-04-18,0.00710718121162251,-1.6155651018256566e-05,LEN (1)
11,2017-04-18,-0.0017305314776135676,-4.76519544234538e-05,XL
10,2017-04-18,0.003692560824195675,-0.00016324846665161184,EXPE
27,2017-04-18,-0.002985376543745524,-0.0003370620770091967,PCLN
10,2017-04-18,-0.003906232949962066,-0.0010001510514037397,EVHC
10,2017-04-18,0.0053651566427765675,-0.0015109940740644695,ETFC
10,2017-04-18,0.007117437722419935,-0.0028850881097757406,CHK
12,2017-04-19,0.001702874853192856,0.0001735452707426117,TWX
12,2017-04-19,0.00916662499999991,-7.617215684785372e-06,GPS
12,2017-04-19,-0.0044368005915702315,-6.333521320848264e-05,XL
12,2017-04-19,-0.0017080543274499117,-0.0001551845152359464,LEN (1)
12,2017-04-19,0.0007865119937082423,-0.00026512015720742306,LUK
28,2017-04-19,-0.0020941043351300264,-0.0002910503303498943,PCLN
11,2017-04-19,-0.0003817022900763648,-0.0005621751991023863,EXPE
11,2017-04-19,-0.008818312757201636,-0.0014718450594442465,ETFC
11,2017-04-19,-0.019453908513785326,-0.0015924744206033052,EVHC
11,2017-04-19,-0.02826855123674914,-0.002791118454456046,CHK
12,2017-04-20,0.002736079507847044,-0.0002798469886630692,EXPE
29,2017-04-20,-0.001966802677971021,-0.00028262079689916897,PCLN
12,2017-04-20,0.016618155380141154,-0.00036212219233794894,COG
13,2017-04-20,-0.018907162093009498,-0.0004477976317979952,LEN (1)
13,2017-04-20,0.007812460937499932,-0.0004970206136762374,LUK
12,2017-04-20,0.019866975727682507,-0.0005369543157372696,AET
13,2017-04-20,0.02500004133064691,-0.0009749427462569321,GPS
12,2017-04-20,0.01733764376543189,-0.001540308280318952,ETFC
12,2017-04-20,-0.028771912280701684,-0.001964329316468019,EVHC
12,2017-04-20,0.0036101083032490204,-0.0028830270016215074,CHK
14,2017-04-21,-0.008507060825180938,0.00011775786410769579,GGP
14,2017-04-21,0.0019835853219148424,-2.6918867757523947e-05,XL
14,2017-04-21,0.005607126881191806,-4.788605347296913e-05,LEN (1)
16,2017-04-21,0.00033447429290936405,-5.284623713321026e-05,WYN
30,2017-04-21,-0.004483217167113131,-0.0004047572149977821,PCLN
12,2017-04-21,-0.012886863535324726,-0.0005725028665259826,APTV
13,2017-04-21,-0.000454385058926665,-0.0005895436599539792,EXPE
13,2017-04-21,-0.011419195628754526,-0.0013756050315895797,EVHC
13,2017-04-21,-0.019580106720765916,-0.001436113488832464,ETFC
13,2017-04-21,-0.007194244604316554,-0.002854137451942006,CHK
15,2017-04-24,-0.0006997900699769815,0.00022295773005849779,TWX
14,2017-04-24,0.007432579515869102,9.405492475003251e-05,CA
15,2017-04-24,-0.0007311479583510728,-5.1277807791663384e-05,XL
15,2017-04-24,-0.001922376009227287,-0.00012305694019236653,LUK
15,2017-04-24,0.012928194780497395,-0.0002139465062977481,PX
15,2017-04-24,-0.018835590727622472,-0.0004500879924404298,LEN (1)
14,2017-04-24,0.0052804262665850175,-0.0007938787864733908,EVHC
15,2017-04-24,-0.042056157941539614,-0.0010623818801205286,GGP
14,2017-04-24,0.00028222348426138686,-0.0014890621716150039,ETFC
14,2017-04-24,-0.03237410071942441,-0.0027908039790107988,CHK
15,2017-04-25,0.004449981392123606,-0.00017145801699850003,EXPE
16,2017-04-25,0.0015308458297301783,-0.00023620120990880573,LUK
16,2017-04-25,0.008277280351510341,-0.0002596101873875669,MON
16,2017-04-25,-0.0115031644979787,-0.00034132282477149526,LEN (1)
32,2017-04-25,-0.004807035624133454,-0.0004621437061848935,PCLN
14,2017-04-25,-0.01255811125517463,-0.0005823356635738144,APTV
15,2017-04-25,0.02606132719372311,-0.0007021619590818537,COG
15,2017-04-25,-0.0014526602505900896,-0.0010262468101013135,EVHC
15,2017-04-25,-0.009762845732934193,-0.0014594313011563117,ETFC
15,2017-04-25,0.027985074626865572,-0.0029575563494384934,CHK
16,2017-04-26,0.00579226313611899,3.5712687684730476e-05,COG
17,2017-04-26,0.007448366349071747,-1.7176857419311806e-05,XL
33,2017-04-26,0.0027345732180936244,-7.00908453812113e-05,PCLN
17,2017-04-26,0.0027542232359988057,-0.00011162345930176799,LEN (1)
17,2017-04-26,0.0007654420499595352,-0.00020891761054989307,LUK
16,2017-04-26,0.0037710365361196454,-0.0002438336061810079,EXPE
17,2017-04-26,-0.03002211920529805,-0.0006360562197472535,GGP
16,2017-04-26,0.0014480000000000064,-0.0009179060779186117,EVHC
16,2017-04-26,0.005665750868718164,-0.0015043430885785197,ETFC
16,2017-04-26,0.005514705882352824,-0.002896283984661519,CHK
18,2017-04-27,-0.0030511061422999405,-6.527219753934589e-05,LUK
18,2017-04-27,0.0014002801120316791,-6.714006966056772e-05,XL
18,2017-04-27,0.0021568775993201176,-0.00011852407878011921,LEN (1)
17,2017-04-27,0.0008817974591151809,-0.0005392655387906906,EXPE
18,2017-04-27,0.01850654265843854,-0.0006020324487501661,PX
17,2017-04-27,-0.0009018759181435819,-0.0009951450125587897,EVHC
18,2017-04-27,0.017196224299065414,-0.0013906602172745722,AOS
17,2017-04-27,-0.01885724792730764,-0.0014362961512970447,ETFC
17,2017-04-27,-0.020370370370370428,-0.002836443777148282,CHK
20,2017-04-27,-0.04196220569336416,-0.0030358239223739402,WYN
18,2017-04-28,0.010473621762154972,0.00013419366216927471,AET
19,2017-04-28,-0.024702913073875492,-0.00020944393030400085,XL
19,2017-04-28,-0.009221099680130932,-0.000307669469078137,LEN (1)
21,2017-04-28,-0.0025118261901049934,-0.000346644603373864,WYN
35,2017-04-28,-0.002522316634290707,-0.00037986319571561844,PCLN
19,2017-04-28,-0.023497425372680656,-0.00041855245547626585,GGP
18,2017-04-28,0.011919812387932256,-0.0005422585189408242,EVHC
18,2017-04-28,-0.0010458688103551917,-0.0006821766246796765,EXPE
18,2017-04-28,-0.008892770829237907,-0.0014671435891276034,ETFC
18,2017-04-28,-0.016822429906542032,-0.002849857997910917,CHK
19,2017-05-01,0.011536740041881877,5.2794261471539945e-05,AET
22,2017-05-01,0.0028284517371511826,-1.014763861730602e-05,WYN
18,2017-05-01,-0.005098715669277944,-1.3624449146130936e-05,APTV
20,2017-05-01,0.00404182111170176,-4.143482021798221e-05,XL
20,2017-05-01,-0.008673427902100501,-0.00030194463926270674,LEN (1)
19,2017-05-01,0.019271905781584508,-0.00045086022394444207,COG
20,2017-05-01,0.014134315435191046,-0.0007257298479156297,LUK
19,2017-05-01,0.0037519920716098656,-0.0008114712578441564,EVHC
19,2017-05-01,0.004325317185697827,-0.0015033960697445213,ETFC
19,2017-05-01,0.011428571428571354,-0.002926448453882135,CHK
37,2017-05-02,0.0032757578418576593,-9.000015582079357e-05,PCLN
21,2017-05-02,-0.006388926000422242,-9.997821586098612e-05,XL
23,2017-05-02,0.0014608410459449217,-0.00010302253011127468,WYN
20,2017-05-02,0.011739999999999855,-0.0001831515802246717,COG
21,2017-05-02,-0.0013930774783986258,-0.00018966695989343493,LEN (1)
21,2017-05-02,0.01351351351351357,-0.0003128980815534796,GPS
20,2017-05-02,0.019672671795424666,-0.0005647767218230009,AET
19,2017-05-02,-0.01998692023378432,-0.0011413734648972093,APTV
20,2017-05-02,-0.0042905607634598775,-0.0014789922974411797,ETFC
20,2017-05-02,-0.007462686567164185,-0.0028716037790318554,CHK
24,2017-05-03,-0.0006247188606339906,-0.0002382604536194854,WYN
22,2017-05-03,-0.007781307832742194,-0.0002959276555275759,LEN (1)
22,2017-05-03,0.005868544830537832,-0.0004320246384310906,LUK
38,2017-05-03,-0.004170527631075883,-0.0004943310674053736,PCLN
22,2017-05-03,-0.029844332619189864,-0.0006313334372671602,GGP
21,2017-05-03,-0.0026522939068099553,-0.0009564075085771598,EXPE
21,2017-05-03,0.03922702851035633,-0.0015965857450451271,ETFC
22,2017-05-03,0.01886080724254998,-0.0016128289447018243,AOS
21,2017-05-03,-0.029828312942119954,-0.0019639012611276717,EVHC
21,2017-05-03,0.04528301886792457,-0.0030035106230212245,CHK
23,2017-05-04,-0.008772764117631513,0.00041591800052186026,TWX
23,2017-05-04,0.004213363508916654,0.00032384914199252816,PX
22,2017-05-04,0.0054911533096752,0.0002310584940830821,CA
23,2017-05-04,0.0023584432849790755,-5.535888082857797e-05,XL
23,2017-05-04,-0.0002008059280867292,-0.0001778778780441594,LEN (1)
25,2017-05-04,-0.007678800217532358,-0.0006910989343954432,WYN
23,2017-05-04,0.012936610368940775,-0.0007873899470533489,AOS
22,2017-05-04,0.0019079964645967458,-0.0008216703153806205,EVHC
22,2017-05-04,-0.009103503448275872,-0.0014590984135902463,ETFC
22,2017-05-04,-0.04823747680890535,-0.0027694598010764813,CHK
24,2017-05-05,-0.004399150267126712,-0.00024248470778969562,LEN (1)
24,2017-05-05,0.016995018037659976,-0.000531602025067747,GPS
23,2017-05-05,0.021987315010570958,-0.0005522649771510427,COG
24,2017-05-05,0.010989010989011033,-0.0006157911113398879,LUK
40,2017-05-05,-0.00748173931178321,-0.0007024898963113313,PCLN
24,2017-05-05,0.022587213175156873,-0.0009278245065317148,PX
23,2017-05-05,-0.006044956613300306,-0.0011085225738462347,EVHC
23,2017-05-05,-0.004043930557870001,-0.0011277215529233034,EXPE
23,2017-05-05,-0.0066593227896970374,-0.0014670092607561973,ETFC
23,2017-05-05,0.058139534883720895,-0.0030428799689546366,CHK
25,2017-05-08,-0.005378664517196769,0.0001871577713961532,GGP
27,2017-05-08,0.0019837335767772628,-6.901825682620929e-05,WYN
25,2017-05-08,-0.010625643949262967,-0.00012405045517822487,XL
25,2017-05-08,0.0014061689731365485,-0.0001520272221140445,LEN (1)
41,2017-05-08,-0.001620328264289462,-0.00037530596683823386,PCLN
25,2017-05-08,0.012020123613023561,-0.0006318253311180053,LUK
24,2017-05-08,-0.005911588571720227,-0.0013030954638407624,EXPE
24,2017-05-08,-0.0030726257841515426,-0.0014781397905941393,ETFC
24,2017-05-08,-0.020216102819517145,-0.0016444416349031886,EVHC
24,2017-05-08,0.022099447513812175,-0.0029378716764717873,CHK
26,2017-05-09,8.619441497591909e-05,0.0002641190026133514,MON
25,2017-05-09,0.0029473684210526434,0.0001350198973094854,COG
26,2017-05-09,0.017064856241910634,0.00010216726071148258,LEN (1)
26,2017-05-09,0.0011918712469160533,-5.493995088018768e-05,XL
42,2017-05-09,-0.00016214791443458019,-0.0002997130565559891,PCLN
28,2017-05-09,-0.003402082474226881,-0.0004345592211201432,WYN
25,2017-05-09,-0.0010032894297191837,-0.0007925883684815347,EXPE
25,2017-05-09,-0.005682809346780081,-0.001140307279083041,EVHC
25,2017-05-09,-0.003635263066849051,-0.0014767876857846491,ETFC
25,2017-05-09,-0.023508137432188044,-0.002816043025549707,CHK
27,2017-05-10,0.000791641817792186,-0.00014918562718744697,LEN (1)
25,2017-05-10,-0.006902467116371445,-0.00020408142666689523,APTV
27,2017-05-10,0.013651838693521413,-0.0003345814980009479,GPS
29,2017-05-10,-0.002379915173633253,-0.0003617638899912406,WYN
26,2017-05-10,0.011966386427348092,-0.0005159555008518789,EVHC
27,2017-05-10,0.015854102259215123,-0.0007995637100801454,LUK
43,2017-05-10,-0.015649110760810814,-0.0010715379814125806,PCLN
26,2017-05-10,0.03709874947894955,-0.001109994824942796,COG
26,2017-05-10,-0.006756784909910094,-0.0014694431023395806,ETFC
26,2017-05-10,0.047358834244080106,-0.0029959652512760396,CHK
28,2017-05-11,0.010503376697922387,9.007612150131478e-06,LEN (1)
28,2017-05-11,0.004079721818081291,-3.560038913890469e-05,XL
28,2017-05-11,-0.003921568627451036,-9.579693417931419e-05,LUK
27,2017-05-11,0.005825228209452159,-0.00010319850730121458,EXPE
30,2017-05-11,0.001248730515061998,-0.00012132413787219794,WYN
26,2017-05-11,-0.008107029541221913,-0.00029880524439332835,APTV
44,2017-05-11,-0.0034015337271603736,-0.00039994407017162475,PCLN
27,2017-05-11,0.014305916889896091,-0.00040599446708776367,EVHC
27,2017-05-11,-0.004566209915347995,-0.0014778479331590455,ETFC
27,2017-05-11,-0.010380622837370328,-0.002825876853152998,CHK
29,2017-05-12,0.0038369303636228615,-3.731200799063209e-05,XL
29,2017-05-12,-0.0003951007663018087,-0.0002338282103266174,LUK
29,2017-05-12,-0.01099118517488251,-0.0003372778018534725,LEN (1)
45,2017-05-12,-0.0033710469861954534,-0.0004021287877070817,PCLN
29,2017-05-12,-0.024564494174385613,-0.0004525318212274972,GGP
31,2017-05-12,-0.009994866944460215,-0.000829112738226368,WYN
28,2017-05-12,-0.0015710990614232335,-0.0008593669205989038,EXPE
28,2017-05-12,-0.014288186344104933,-0.0014261693771525775,EVHC
28,2017-05-12,-0.007219173918014036,-0.0014728388719931187,ETFC
28,2017-05-12,-0.014010507880910695,-0.0028229424286442734,CHK
28,2017-05-15,-0.0027616602084469394,0.00014663092434133028,APTV
30,2017-05-15,0.009295874745508576,-8.827590881249191e-06,LEN (1)
30,2017-05-15,0.0011941485835717284,-5.374320148802633e-05,XL
30,2017-05-15,0.00802688071681911,-6.093323689609616e-05,AOS
30,2017-05-15,0.005345706017959001,-7.218689834087157e-05,MON
46,2017-05-15,-0.0022882182139190442,-0.0003411044239703051,PCLN
30,2017-05-15,0.003957301147605953,-0.0003871008693737913,LUK
29,2017-05-15,0.013955149020400062,-0.00041913590802752877,EVHC
29,2017-05-15,0.012152748490950481,-0.001524741432820132,ETFC
29,2017-05-15,-0.04130808950086047,-0.0027418281531779694,CHK
29,2017-05-16,-0.002634343928833964,0.0001562072410174018,APTV
47,2017-05-16,0.005478584945328889,5.8119561720103297e-05,PCLN
31,2017-05-16,0.007207521581823588,5.3393419122557836e-05,AOS
31,2017-05-16,0.0014302025880761156,-5.367765172892042e-05,XL
31,2017-05-16,0.0037080606579775535,-8.847308411782549e-05,LEN (1)
31,2017-05-16,-0.0003941663226580702,-0.00022901068172364626,LUK
33,2017-05-16,-0.006317980124764956,-0.0006093615397456181,WYN
30,2017-05-16,-0.015775583098607927,-0.001488360189365295,EVHC
30,2017-05-16,0.0031276942352967125,-0.0014980235459792015,ETFC
30,2017-05-16,-0.010714285714285645,-0.0028415965475338634,CHK
31,2017-05-17,-0.03191979608057945,7.427489825228314e-05,EA
32,2017-05-17,-0.005236777207177973,-8.992583545136133e-05,XL
32,2017-05-17,-0.02255493614286082,-0.0005243611205618631,LEN (1)
30,2017-05-17,-0.011829720518575771,-0.0005923983115019612,APTV
48,2017-05-17,-0.012510723883181578,-0.0008684563889711713,PCLN
34,2017-05-17,-0.015009401396510361,-0.0011419325964897717,WYN
31,2017-05-17,-0.008192395077741945,-0.0012351881690650444,EVHC
31,2017-05-17,-0.02850491481951962,-0.00141781535140777,ETFC
31,2017-05-17,-0.009025270758122712,-0.0028513602651559044,CHK
31,2017-05-17,-0.02479505555757888,-0.003333570180459212,EXPE
33,2017-05-18,0.0011351908950424938,0.00024104470387795044,TWX
33,2017-05-18,0.0012105404027576505,0.0001921067887876757,MON
33,2017-05-18,0.016713159108237965,0.00010647462047426838,LEN (1)
33,2017-05-18,0.01003819311663462,-6.5801614201872836e-06,XL
49,2017-05-18,0.0005738323119777232,-0.00017732473125316173,PCLN
33,2017-05-18,0.008603072511265951,-0.0006062096075255211,LUK
32,2017-05-18,-0.0019653385391220457,-0.0010166007925914012,EVHC
33,2017-05-18,0.03141568400623233,-0.0014806705956887534,PX
